"","GID","Lat","Long","SiteCode","ToBufDist","DateDeployed","DateCollected","TrapStatus","FemaleAeaeg","MaleAeaeg","FemalesTested","FemaleAeaeg2","Female_wMel","Female_wMelPop","MalesTested","MaleAeaeg2","Male_wMel","Male_wMelPop","DayDeployed","DayCollected","DaysActive"
"164",47457,-16.91626,145.76032,"PP24",0,2013-01-29,2013-02-05,TRUE,13,4,13,13,11,0,4,4,4,0,28,35,7
"165",23970,-16.9205,145.7664,"PP01",0,2013-01-29,2013-02-05,TRUE,58,27,58,58,9,0,27,27,7,0,28,35,7
"166",26687,-16.92112,145.76051,"PP12",0,2013-01-29,2013-02-05,TRUE,58,101,58,58,15,0,101,101,23,0,28,35,7
"167",67089,-16.91863,145.76443,"PP26",0,2013-01-29,2013-02-05,TRUE,18,13,18,18,14,0,13,13,9,0,28,35,7
"168",23463,-16.91717,145.76106,"PP11-1",0,2013-01-29,2013-02-05,TRUE,7,1,7,7,3,0,1,1,0,0,28,35,7
"169",22950,-16.91897,145.76313,"PP25",0,2013-01-29,2013-02-05,TRUE,16,6,16,16,7,0,6,6,5,0,28,35,7
"170",573,-16.92339,145.76163,"PP10",0,2013-01-29,2013-02-05,TRUE,9,9,9,9,6,0,9,9,4,0,28,35,7
"171",602,-16.92344,145.76225,"PP09",0,2013-01-29,2013-02-05,TRUE,18,13,18,18,11,0,13,13,4,0,28,35,7
"172",619,-16.92303,145.76327,"PP08",0,2013-01-29,2013-02-05,TRUE,12,9,12,12,4,0,9,9,3,0,28,35,7
"173",626,-16.92237,145.7633,"PP07",0,2013-01-29,2013-02-05,TRUE,15,7,15,15,3,0,7,7,2,0,28,35,7
"174",651,-16.92109,145.76342,"PP06",0,2013-01-29,2013-02-05,TRUE,12,5,12,12,8,0,5,5,1,0,28,35,7
"175",643,-16.92186,145.76408,"PP05",0,2013-01-29,2013-02-05,TRUE,15,18,15,15,5,0,18,18,8,0,28,35,7
"176",26646,-16.92096,145.76434,"PP04",0,2013-01-29,2013-02-05,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,28,35,7
"177",13424,-16.91982,145.7657,"PP02",0,2013-01-29,2013-02-05,TRUE,10,2,10,10,8,0,2,2,0,0,28,35,7
"178",478,-16.91868,145.76137,"PP17",0,2013-01-29,2013-02-05,TRUE,12,2,12,12,8,0,2,2,1,0,28,35,7
"179",450,-16.91655,145.75955,"PP23",0,2013-01-29,2013-02-05,TRUE,10,1,10,10,5,0,1,1,1,0,28,35,7
"180",35627,-16.91646,145.75845,"PP21",0,2013-01-29,2013-02-05,TRUE,10,1,10,10,3,0,1,1,1,0,28,35,7
"181",435,-16.91749,145.75932,"PP20-1",0,2013-01-29,2013-02-05,TRUE,9,11,9,9,0,0,11,11,3,0,28,35,7
"182",36629,-16.92062,145.76477,"PP03",0,2013-01-29,2013-02-05,TRUE,3,0,3,3,2,0,NA,NA,NA,NA,28,35,7
"183",494,-16.91929,145.76012,"PP18",0,2013-01-29,2013-02-05,TRUE,25,83,25,25,5,0,83,83,31,0,28,35,7
"184",35611,-16.92006,145.76126,"PP16",0,2013-01-29,2013-02-05,TRUE,2,0,2,2,2,0,NA,NA,NA,NA,28,35,7
"185",44074,-16.92359,145.76091,"PP15-1",0,2013-01-29,2013-02-05,TRUE,2,0,2,2,2,0,NA,NA,NA,NA,28,35,7
"186",6511,-16.92036,145.76231,"PP14",0,2013-01-29,2013-02-05,TRUE,26,51,27,27,3,0,51,51,17,0,28,35,7
"187",12036,-16.92137,145.76194,"PP13",0,2013-01-29,2013-02-05,TRUE,11,9,11,11,3,0,9,9,7,0,28,35,7
"188",507,-16.91866,145.75994,"PP19",0,2013-01-29,2013-02-05,TRUE,11,3,11,11,2,0,3,3,0,0,28,35,7
"189",67089,-16.91863,145.76443,"PP26",0,2013-02-05,2013-02-12,TRUE,6,8,6,6,3,0,8,8,6,0,35,42,7
"190",53343,-16.91735,145.76202,"PP29",0,2013-02-05,2013-02-12,TRUE,15,12,15,15,3,0,12,12,2,0,35,42,7
"191",21693,-16.91975,145.76381,"PP27",0,2013-02-05,2013-02-12,TRUE,4,5,4,4,4,0,5,5,2,0,35,42,7
"192",55377,-16.91715,145.76301,"PP28",0,2013-02-05,2013-02-12,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,35,42,7
"193",900029,-16.91801,145.76245,"PP44",0,2013-02-05,2013-02-12,TRUE,0,1,NA,NA,NA,NA,1,1,0,0,35,42,7
"194",47501,-16.91546,145.76033,"PP30",0,2013-02-05,2013-02-12,TRUE,11,0,11,11,6,0,NA,NA,NA,NA,35,42,7
"195",623,-16.92215,145.76311,"PP31",0,2013-02-05,2013-02-12,TRUE,7,6,7,7,3,0,6,6,4,0,35,42,7
"196",36629,-16.92062,145.76477,"PP03",0,2013-02-05,2013-02-12,TRUE,5,0,5,5,4,0,NA,NA,NA,NA,35,42,7
"197",13424,-16.91982,145.7657,"PP02",0,2013-02-05,2013-02-12,TRUE,12,3,12,12,4,0,3,3,2,0,35,42,7
"198",26646,-16.92096,145.76434,"PP04",0,2013-02-05,2013-02-12,TRUE,1,0,1,1,1,0,NA,NA,NA,NA,35,42,7
"199",643,-16.92186,145.76408,"PP05",0,2013-02-05,2013-02-12,TRUE,7,4,7,7,7,0,4,4,3,0,35,42,7
"200",651,-16.92109,145.76342,"PP06",0,2013-02-05,2013-02-12,TRUE,15,2,15,15,9,0,2,2,0,0,35,42,7
"201",626,-16.92237,145.7633,"PP07",0,2013-02-05,2013-02-12,TRUE,3,13,3,3,2,0,13,13,3,0,35,42,7
"202",619,-16.92303,145.76327,"PP08",0,2013-02-05,2013-02-12,TRUE,4,6,4,4,2,0,6,6,1,0,35,42,7
"203",602,-16.92344,145.76225,"PP09",0,2013-02-05,2013-02-12,TRUE,12,9,12,12,3,NA,9,9,6,0,35,42,7
"204",23463,-16.91717,145.76106,"PP11-1",0,2013-02-05,2013-02-12,TRUE,6,0,6,6,5,0,NA,NA,NA,NA,35,42,7
"205",26687,-16.92112,145.76051,"PP12",0,2013-02-05,2013-02-12,TRUE,34,30,34,34,13,0,30,30,14,0,35,42,7
"206",12036,-16.92137,145.76194,"PP13",0,2013-02-05,2013-02-12,TRUE,15,10,15,15,9,0,10,10,9,0,35,42,7
"207",6511,-16.92036,145.76231,"PP14",0,2013-02-05,2013-02-12,TRUE,29,27,29,29,10,0,27,27,14,0,35,42,7
"208",435,-16.91749,145.75932,"PP20-1",0,2013-02-05,2013-02-12,TRUE,20,18,20,20,9,0,18,18,5,0,35,42,7
"209",23970,-16.9205,145.7664,"PP01",0,2013-02-05,2013-02-12,TRUE,33,8,33,33,7,0,8,8,2,0,35,42,7
"210",450,-16.91655,145.75955,"PP23",0,2013-02-05,2013-02-12,TRUE,16,5,16,16,9,0,5,5,3,0,35,42,7
"211",35627,-16.91646,145.75845,"PP21",0,2013-02-05,2013-02-12,TRUE,2,0,2,2,1,0,NA,NA,NA,NA,35,42,7
"212",47457,-16.91626,145.76032,"PP24",0,2013-02-05,2013-02-12,TRUE,6,0,6,6,5,0,NA,NA,NA,NA,35,42,7
"213",507,-16.91866,145.75994,"PP19",0,2013-02-05,2013-02-12,TRUE,10,2,10,10,4,0,2,2,0,0,35,42,7
"214",494,-16.91929,145.76012,"PP18",0,2013-02-05,2013-02-12,TRUE,22,42,22,22,10,0,42,42,13,0,35,42,7
"215",478,-16.91868,145.76137,"PP17",0,2013-02-05,2013-02-12,TRUE,7,1,7,7,7,0,1,1,1,0,35,42,7
"216",35611,-16.92006,145.76126,"PP16",0,2013-02-05,2013-02-12,TRUE,1,0,1,1,1,0,NA,NA,NA,NA,35,42,7
"217",22950,-16.91897,145.76313,"PP25",0,2013-02-05,2013-02-12,TRUE,16,5,16,16,10,0,5,5,1,0,35,42,7
"218",44074,-16.92359,145.76091,"PP15-1",0,2013-02-05,2013-02-12,TRUE,3,0,3,3,2,0,NA,NA,NA,NA,35,42,7
"219",427,-16.91646,145.75903,"PP22",0,2013-02-05,2013-02-12,TRUE,1,1,1,1,1,0,1,1,1,0,35,42,7
"220",623,-16.92215,145.76311,"PP31",0,2013-02-12,2013-02-19,TRUE,8,6,8,8,0,0,6,6,1,0,42,49,7
"221",47501,-16.91546,145.76033,"PP30",0,2013-02-12,2013-02-19,TRUE,7,1,7,7,4,0,1,1,0,0,42,49,7
"222",53343,-16.91735,145.76202,"PP29",0,2013-02-12,2013-02-19,TRUE,18,37,18,18,4,0,37,37,16,0,42,49,7
"223",21693,-16.91975,145.76381,"PP27",0,2013-02-12,2013-02-19,TRUE,11,1,11,11,8,0,1,1,0,0,42,49,7
"224",900029,-16.91801,145.76245,"PP44",0,2013-02-12,2013-02-19,TRUE,2,0,2,2,1,0,NA,NA,NA,NA,42,49,7
"225",55377,-16.91715,145.76301,"PP28",0,2013-02-12,2013-02-19,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,42,49,7
"226",67089,-16.91863,145.76443,"PP26",0,2013-02-12,2013-02-19,TRUE,13,9,13,13,7,0,9,9,7,0,42,49,7
"227",626,-16.92237,145.7633,"PP07",0,2013-02-12,2013-02-19,TRUE,7,5,7,7,3,0,5,5,2,0,42,49,7
"228",22950,-16.91897,145.76313,"PP25",0,2013-02-12,2013-02-19,TRUE,17,8,17,17,6,0,8,8,5,0,42,49,7
"229",13424,-16.91982,145.7657,"PP02",0,2013-02-12,2013-02-19,TRUE,13,5,13,13,5,0,5,5,2,0,42,49,7
"230",36629,-16.92062,145.76477,"PP03",0,2013-02-12,2013-02-19,TRUE,4,3,4,4,3,0,3,3,2,0,42,49,7
"231",651,-16.92109,145.76342,"PP06",0,2013-02-12,2013-02-19,TRUE,3,2,3,3,1,0,2,2,2,0,42,49,7
"232",23970,-16.9205,145.7664,"PP01",0,2013-02-12,2013-02-19,TRUE,51,18,50,50,17,0,18,18,8,0,42,49,7
"233",619,-16.92303,145.76327,"PP08",0,2013-02-12,2013-02-19,TRUE,5,4,5,5,4,0,4,4,2,0,42,49,7
"234",602,-16.92344,145.76225,"PP09",0,2013-02-12,2013-02-19,TRUE,12,20,12,12,8,0,20,20,7,0,42,49,7
"235",573,-16.92339,145.76163,"PP10",0,2013-02-12,2013-02-19,TRUE,10,6,10,10,7,0,6,6,2,0,42,49,7
"236",23463,-16.91717,145.76106,"PP11-1",0,2013-02-12,2013-02-19,TRUE,9,0,9,9,4,0,NA,NA,NA,NA,42,49,7
"237",26687,-16.92112,145.76051,"PP12",0,2013-02-12,2013-02-19,TRUE,26,26,26,26,12,0,26,26,3,0,42,49,7
"238",435,-16.91749,145.75932,"PP20-1",0,2013-02-12,2013-02-19,TRUE,15,12,15,15,10,0,12,12,8,0,42,49,7
"239",47457,-16.91626,145.76032,"PP24",0,2013-02-12,2013-02-19,TRUE,8,0,8,8,5,0,NA,NA,NA,NA,42,49,7
"240",643,-16.92186,145.76408,"PP05",0,2013-02-12,2013-02-19,TRUE,4,11,4,4,2,0,11,11,5,0,42,49,7
"241",12036,-16.92137,145.76194,"PP13",0,2013-02-12,2013-02-19,TRUE,17,4,17,17,11,0,4,4,1,0,42,49,7
"242",35627,-16.91646,145.75845,"PP21",0,2013-02-12,2013-02-19,TRUE,6,0,6,6,3,0,NA,NA,NA,NA,42,49,7
"243",450,-16.91655,145.75955,"PP23",0,2013-02-12,2013-02-19,TRUE,12,1,12,12,7,0,1,1,0,0,42,49,7
"244",507,-16.91866,145.75994,"PP19",0,2013-02-12,2013-02-19,TRUE,8,4,8,8,3,0,4,4,2,0,42,49,7
"245",494,-16.91929,145.76012,"PP18",0,2013-02-12,2013-02-19,TRUE,20,45,20,20,10,0,45,45,19,0,42,49,7
"246",478,-16.91868,145.76137,"PP17",0,2013-02-12,2013-02-19,TRUE,4,2,4,4,2,0,2,2,2,0,42,49,7
"247",35611,-16.92006,145.76126,"PP16",0,2013-02-12,2013-02-19,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,42,49,7
"248",6511,-16.92036,145.76231,"PP14",0,2013-02-12,2013-02-19,TRUE,17,24,17,17,7,0,25,25,5,0,42,49,7
"249",427,-16.91646,145.75903,"PP22",0,2013-02-12,2013-02-19,TRUE,5,1,5,5,5,0,1,1,1,0,42,49,7
"250",623,-16.92215,145.76311,"PP31",0,2013-02-19,2013-02-26,TRUE,6,4,6,6,1,0,4,4,3,0,49,56,7
"251",47501,-16.91546,145.76033,"PP30",0,2013-02-19,2013-02-26,TRUE,12,2,12,12,2,0,2,2,0,0,49,56,7
"252",53343,-16.91735,145.76202,"PP29",0,2013-02-19,2013-02-26,TRUE,11,24,11,11,5,0,24,24,7,0,49,56,7
"253",21693,-16.91975,145.76381,"PP27",0,2013-02-19,2013-02-26,TRUE,4,2,4,4,2,0,2,2,1,0,49,56,7
"254",55377,-16.91715,145.76301,"PP28",0,2013-02-19,2013-02-26,TRUE,2,0,2,2,0,0,NA,NA,NA,NA,49,56,7
"255",47457,-16.91626,145.76032,"PP24",0,2013-02-19,2013-02-26,TRUE,8,2,8,8,4,0,2,2,0,0,49,56,7
"256",626,-16.92237,145.7633,"PP07",0,2013-02-19,2013-02-26,TRUE,9,4,9,9,4,0,4,4,1,0,49,56,7
"257",67089,-16.91863,145.76443,"PP26",0,2013-02-19,2013-02-26,TRUE,11,14,11,11,8,0,14,14,14,0,49,56,7
"258",22950,-16.91897,145.76313,"PP25",0,2013-02-19,2013-02-26,TRUE,14,8,14,14,7,0,8,8,3,0,49,56,7
"259",23970,-16.9205,145.7664,"PP01",0,2013-02-19,2013-02-26,TRUE,31,21,31,31,5,0,21,21,4,0,49,56,7
"260",13424,-16.91982,145.7657,"PP02",0,2013-02-19,2013-02-26,TRUE,8,6,8,8,2,0,6,6,4,0,49,56,7
"261",36629,-16.92062,145.76477,"PP03",0,2013-02-19,2013-02-26,TRUE,7,1,7,7,6,0,1,1,1,0,49,56,7
"262",651,-16.92109,145.76342,"PP06",0,2013-02-19,2013-02-26,TRUE,13,4,13,13,8,0,4,4,2,0,49,56,7
"263",619,-16.92303,145.76327,"PP08",0,2013-02-19,2013-02-26,TRUE,17,11,17,17,9,0,11,11,8,0,49,56,7
"264",602,-16.92344,145.76225,"PP09",0,2013-02-19,2013-02-26,TRUE,14,26,14,14,4,0,26,26,8,0,49,56,7
"265",573,-16.92339,145.76163,"PP10",0,2013-02-19,2013-02-26,TRUE,6,5,6,6,3,0,5,5,2,0,49,56,7
"266",23463,-16.91717,145.76106,"PP11-1",0,2013-02-19,2013-02-26,TRUE,7,0,7,7,4,0,NA,NA,NA,NA,49,56,7
"267",35627,-16.91646,145.75845,"PP21",0,2013-02-19,2013-02-26,TRUE,5,1,5,5,1,0,1,1,0,0,49,56,7
"268",450,-16.91655,145.75955,"PP23",0,2013-02-19,2013-02-26,TRUE,5,2,5,5,1,0,2,2,1,0,49,56,7
"269",643,-16.92186,145.76408,"PP05",0,2013-02-19,2013-02-26,TRUE,17,9,17,17,11,0,9,9,7,0,49,56,7
"270",427,-16.91646,145.75903,"PP22",0,2013-02-19,2013-02-26,TRUE,0,1,NA,NA,NA,NA,1,1,0,0,49,56,7
"271",26687,-16.92112,145.76051,"PP12",0,2013-02-19,2013-02-26,TRUE,53,50,53,53,18,0,51,51,4,0,49,56,7
"272",435,-16.91749,145.75932,"PP20-1",0,2013-02-19,2013-02-26,TRUE,11,15,11,11,7,0,15,15,1,0,49,56,7
"273",494,-16.91929,145.76012,"PP18",0,2013-02-19,2013-02-26,TRUE,37,56,37,37,20,0,56,56,26,0,49,56,7
"274",478,-16.91868,145.76137,"PP17",0,2013-02-19,2013-02-26,TRUE,9,3,9,9,6,0,3,3,1,0,49,56,7
"275",35611,-16.92006,145.76126,"PP16",0,2013-02-19,2013-02-26,TRUE,1,0,1,1,0,0,NA,NA,NA,NA,49,56,7
"276",44074,-16.92359,145.76091,"PP15-1",0,2013-02-19,2013-02-26,TRUE,1,0,1,1,1,0,NA,NA,NA,NA,49,56,7
"277",6511,-16.92036,145.76231,"PP14",0,2013-02-19,2013-02-26,TRUE,17,34,17,17,9,0,34,34,8,0,49,56,7
"278",12036,-16.92137,145.76194,"PP13",0,2013-02-19,2013-02-26,TRUE,17,4,16,16,11,0,4,4,1,0,49,56,7
"279",53343,-16.91735,145.76202,"PP29",0,2013-02-26,2013-03-05,TRUE,8,34,8,8,4,0,34,34,21,0,56,63,7
"280",21693,-16.91975,145.76381,"PP27",0,2013-02-26,2013-03-05,TRUE,10,5,10,10,5,0,5,5,0,0,56,63,7
"281",623,-16.92215,145.76311,"PP31",0,2013-02-26,2013-03-05,TRUE,8,7,8,8,6,0,7,7,3,0,56,63,7
"282",67089,-16.91863,145.76443,"PP26",0,2013-02-26,2013-03-05,TRUE,12,18,12,12,8,0,18,18,16,0,56,63,7
"283",900029,-16.91801,145.76245,"PP44",0,2013-02-25,2013-03-05,TRUE,36,13,36,36,19,0,13,13,8,0,55,63,8
"284",55377,-16.91715,145.76301,"PP28",0,2013-02-26,2013-03-05,TRUE,1,1,1,1,1,0,1,1,0,0,56,63,7
"285",36629,-16.92062,145.76477,"PP03",0,2013-02-26,2013-03-05,TRUE,9,3,9,9,5,0,3,3,0,0,56,63,7
"286",13424,-16.91982,145.7657,"PP02",0,2013-02-26,2013-03-05,TRUE,3,1,3,3,2,0,1,1,0,0,56,63,7
"287",26646,-16.92096,145.76434,"PP04",0,2013-02-12,2013-03-05,TRUE,2,0,2,2,1,0,NA,NA,NA,NA,42,63,21
"288",643,-16.92186,145.76408,"PP05",0,2013-02-26,2013-03-05,TRUE,3,0,3,3,1,0,NA,NA,NA,NA,56,63,7
"289",651,-16.92109,145.76342,"PP06",0,2013-02-26,2013-03-05,TRUE,9,2,9,9,7,0,2,2,1,0,56,63,7
"290",626,-16.92237,145.7633,"PP07",0,2013-02-26,2013-03-05,TRUE,8,1,8,8,3,0,1,1,0,0,56,63,7
"291",619,-16.92303,145.76327,"PP08",0,2013-02-26,2013-03-05,TRUE,6,7,6,6,3,0,7,7,1,0,56,63,7
"292",602,-16.92344,145.76225,"PP09",0,2013-02-26,2013-03-05,TRUE,11,14,11,11,6,0,14,14,9,0,56,63,7
"293",573,-16.92339,145.76163,"PP10",0,2013-02-26,2013-03-05,TRUE,5,1,5,5,4,0,1,1,0,0,56,63,7
"294",23463,-16.91717,145.76106,"PP11-1",0,2013-02-26,2013-03-05,TRUE,2,0,2,2,2,0,NA,NA,NA,NA,56,63,7
"295",26687,-16.92112,145.76051,"PP12",0,2013-02-26,2013-03-05,TRUE,48,43,48,48,23,0,43,43,12,0,56,63,7
"296",12036,-16.92137,145.76194,"PP13",0,2013-02-26,2013-03-05,TRUE,15,11,15,15,11,0,11,11,5,0,56,63,7
"297",6511,-16.92036,145.76231,"PP14",0,2013-02-26,2013-03-05,TRUE,31,52,31,31,15,0,52,52,28,0,56,63,7
"298",22950,-16.91897,145.76313,"PP25",0,2013-02-26,2013-03-05,TRUE,26,1,26,26,9,0,1,1,1,0,56,63,7
"299",23970,-16.9205,145.7664,"PP01",0,2013-02-26,2013-03-05,TRUE,25,20,25,25,8,0,19,19,0,0,56,63,7
"300",450,-16.91655,145.75955,"PP23",0,2013-02-26,2013-03-05,TRUE,0,2,NA,NA,NA,NA,2,2,1,0,56,63,7
"301",427,-16.91646,145.75903,"PP22",0,2013-02-26,2013-03-05,TRUE,2,0,2,2,1,0,NA,NA,NA,NA,56,63,7
"302",47457,-16.91626,145.76032,"PP24",0,2013-02-26,2013-03-05,TRUE,3,2,3,3,2,0,2,2,0,0,56,63,7
"303",35627,-16.91646,145.75845,"PP21",0,2013-02-26,2013-03-05,TRUE,3,2,3,3,1,0,2,2,0,0,56,63,7
"304",435,-16.91749,145.75932,"PP20-1",0,2013-02-26,2013-03-05,TRUE,9,6,9,9,1,0,6,6,1,0,56,63,7
"305",507,-16.91866,145.75994,"PP19",0,2013-02-26,2013-03-05,TRUE,3,0,3,3,3,0,NA,NA,NA,NA,56,63,7
"306",494,-16.91929,145.76012,"PP18",0,2013-02-26,2013-03-05,TRUE,17,26,17,17,8,0,26,26,11,0,56,63,7
"307",478,-16.91868,145.76137,"PP17",0,2013-02-26,2013-03-05,TRUE,13,1,13,13,7,0,1,1,1,0,56,63,7
"308",35611,-16.92006,145.76126,"PP16",0,2013-02-26,2013-03-05,TRUE,2,0,2,2,2,0,NA,NA,NA,NA,56,63,7
"309",47501,-16.91546,145.76033,"PP30",0,2013-02-26,2013-03-05,TRUE,1,0,1,1,0,0,NA,NA,NA,NA,56,63,7
"310",900029,-16.91801,145.76245,"PP44",0,2013-03-05,2013-03-12,TRUE,14,4,14,14,9,0,4,4,2,0,63,70,7
"311",623,-16.92215,145.76311,"PP31",0,2013-03-05,2013-03-12,TRUE,7,8,7,7,4,0,8,8,3,0,63,70,7
"312",55377,-16.91715,145.76301,"PP28",0,2013-03-05,2013-03-12,TRUE,1,4,1,1,0,0,4,4,2,0,63,70,7
"313",47501,-16.91546,145.76033,"PP30",0,2013-03-05,2013-03-12,TRUE,8,1,8,8,2,0,1,1,0,0,63,70,7
"314",67089,-16.91863,145.76443,"PP26",0,2013-03-05,2013-03-12,TRUE,12,4,12,12,7,0,4,4,2,0,63,70,7
"315",21693,-16.91975,145.76381,"PP27",0,2013-03-05,2013-03-12,TRUE,13,5,13,13,9,0,5,5,2,0,63,70,7
"316",53343,-16.91735,145.76202,"PP29",0,2013-03-05,2013-03-12,TRUE,13,107,13,13,7,0,108,108,70,0,63,70,7
"317",22950,-16.91897,145.76313,"PP25",0,2013-03-05,2013-03-12,TRUE,16,5,16,16,12,0,5,5,2,0,63,70,7
"318",23970,-16.9205,145.7664,"PP01",0,2013-03-05,2013-03-12,TRUE,33,12,33,33,10,0,12,12,5,0,63,70,7
"319",13424,-16.91982,145.7657,"PP02",0,2013-03-05,2013-03-12,TRUE,2,0,2,2,0,0,NA,NA,NA,NA,63,70,7
"320",36629,-16.92062,145.76477,"PP03",0,2013-03-05,2013-03-12,TRUE,6,1,6,6,6,0,1,1,1,0,63,70,7
"321",26646,-16.92096,145.76434,"PP04",0,2013-03-05,2013-03-12,TRUE,4,1,4,4,3,0,1,1,1,0,63,70,7
"322",651,-16.92109,145.76342,"PP06",0,2013-03-05,2013-03-12,TRUE,11,2,11,11,3,0,2,2,2,0,63,70,7
"323",619,-16.92303,145.76327,"PP08",0,2013-03-05,2013-03-12,TRUE,3,1,3,3,2,0,1,1,1,0,63,70,7
"324",602,-16.92344,145.76225,"PP09",0,2013-03-05,2013-03-12,TRUE,10,12,10,10,6,0,12,12,8,0,63,70,7
"325",573,-16.92339,145.76163,"PP10",0,2013-03-05,2013-03-12,TRUE,8,3,8,8,5,0,3,3,1,0,63,70,7
"326",23463,-16.91717,145.76106,"PP11-1",0,2013-03-05,2013-03-12,TRUE,3,1,3,3,1,0,1,1,0,0,63,70,7
"327",26687,-16.92112,145.76051,"PP12",0,2013-03-05,2013-03-12,TRUE,31,24,31,31,19,0,24,24,7,0,63,70,7
"328",12036,-16.92137,145.76194,"PP13",0,2013-03-05,2013-03-12,TRUE,8,7,8,8,6,0,7,7,6,0,63,70,7
"329",35627,-16.91646,145.75845,"PP21",0,2013-03-05,2013-03-12,TRUE,3,3,3,3,2,0,3,3,0,0,63,70,7
